date,product_id,category,sales_quantity,stock_remaining,location,price,promotion,is_holiday,day_of_week,is_weekend,month,quarter,reorder_point,lead_time
2023-10-22,Product_20,Home Goods,10,86,Warehouse_C,83.92,0,0,6,1,10,4,41,4
2023-10-27,Product_20,Electronics,12,307,Warehouse_A,392.3,0,0,4,0,10,4,55,4
2023-10-29,Product_20,Clothing,5,371,Warehouse_A,337.39,1,0,6,1,10,4,86,3
2023-11-06,Product_20,Clothing,8,467,Warehouse_A,458.08,0,0,0,0,11,4,50,5
2023-11-07,Product_20,Home Goods,8,155,Warehouse_A,101.82,0,0,1,0,11,4,82,9
2023-11-07,Product_20,Home Goods,12,466,Warehouse_A,439.98,1,0,1,0,11,4,27,8
2023-11-08,Product_20,Home Goods,7,480,Warehouse_B,272.17,0,0,2,0,11,4,22,7
2023-11-10,Product_20,Electronics,6,210,Warehouse_A,138.08,1,0,4,0,11,4,28,7
2023-11-10,Product_20,Home Goods,13,221,Warehouse_B,58.95,1,0,4,0,11,4,32,4
2023-11-14,Product_20,Home Goods,9,140,Warehouse_A,31.32,0,0,1,0,11,4,62,2
2023-11-15,Product_20,Electronics,9,310,Warehouse_A,325.29,0,0,2,0,11,4,55,6
2023-11-22,Product_20,Electronics,10,80,Warehouse_C,192.6,0,1,2,0,11,4,41,5
2023-11-24,Product_20,Electronics,9,390,Warehouse_A,14.81,0,0,4,0,11,4,95,9
2023-12-06,Product_20,Electronics,22,270,Warehouse_C,382.56,1,0,2,0,12,4,89,9
2023-12-06,Product_20,Clothing,18,357,Warehouse_C,150.14,0,0,2,0,12,4,71,9
2023-12-09,Product_20,Home Goods,15,475,Warehouse_A,53.98,0,1,5,1,12,4,28,5
2023-12-11,Product_20,Electronics,15,417,Warehouse_A,403.15,0,0,0,0,12,4,56,2
2023-12-15,Product_20,Clothing,21,392,Warehouse_A,387.74,0,0,4,0,12,4,63,4
2023-12-18,Product_20,Electronics,14,72,Warehouse_C,80.74,1,0,0,0,12,4,65,5
2023-12-18,Product_20,Home Goods,11,244,Warehouse_C,274.82,0,0,0,0,12,4,77,3
2023-12-27,Product_20,Clothing,12,315,Warehouse_C,281.74,0,0,2,0,12,4,66,4
2023-12-30,Product_20,Clothing,16,455,Warehouse_A,149.17,1,0,5,1,12,4,81,5
2023-01-01,Product_21,Home Goods,9,367,Warehouse_A,143.58,0,0,6,1,1,1,47,2
2023-01-03,Product_21,Clothing,5,472,Warehouse_A,55.39,1,0,1,0,1,1,93,9
2023-01-04,Product_21,Clothing,6,143,Warehouse_B,398.31,0,0,2,0,1,1,68,4
2023-01-07,Product_21,Home Goods,6,132,Warehouse_B,164.2,0,0,5,1,1,1,73,5
2023-01-14,Product_21,Home Goods,7,57,Warehouse_B,280.36,0,0,5,1,1,1,21,5
2023-01-17,Product_21,Home Goods,7,416,Warehouse_C,329.4,1,0,1,0,1,1,34,4
2023-01-18,Product_21,Clothing,10,296,Warehouse_B,487.29,0,0,2,0,1,1,71,4
2023-01-20,Product_21,Home Goods,8,224,Warehouse_C,409.94,0,0,4,0,1,1,40,3
2023-01-21,Product_21,Clothing,7,232,Warehouse_B,303.24,0,0,5,1,1,1,31,5
2023-01-22,Product_21,Electronics,15,223,Warehouse_C,228.34,0,0,6,1,1,1,56,6
2023-01-25,Product_21,Clothing,12,231,Warehouse_B,296.3,0,0,2,0,1,1,62,2
2023-01-26,Product_21,Clothing,7,102,Warehouse_A,294.15,0,0,3,0,1,1,24,9
2023-02-07,Product_21,Electronics,12,300,Warehouse_B,224.99,0,0,1,0,2,1,43,7
2023-02-07,Product_21,Clothing,9,271,Warehouse_A,154.72,1,0,1,0,2,1,97,7
2023-02-12,Product_21,Electronics,10,462,Warehouse_A,254.0,0,0,6,1,2,1,79,7
2023-02-23,Product_21,Electronics,15,493,Warehouse_C,429.44,0,1,3,0,2,1,77,8
2023-02-27,Product_21,Home Goods,10,189,Warehouse_C,485.11,1,0,0,0,2,1,93,3
2023-03-08,Product_21,Electronics,7,255,Warehouse_B,383.13,0,0,2,0,3,1,99,9
2023-03-12,Product_21,Clothing,9,229,Warehouse_A,249.29,0,0,6,1,3,1,90,6
2023-03-13,Product_21,Home Goods,14,363,Warehouse_B,296.14,1,0,0,0,3,1,87,4
2023-03-14,Product_21,Electronics,9,222,Warehouse_B,337.17,0,0,1,0,3,1,60,4
2023-03-19,Product_21,Electronics,10,307,Warehouse_C,153.37,1,0,6,1,3,1,62,5
2023-03-19,Product_21,Clothing,8,388,Warehouse_A,368.76,0,1,6,1,3,1,30,8
2023-03-25,Product_21,Home Goods,14,471,Warehouse_C,452.11,0,0,5,1,3,1,34,3
2023-04-01,Product_21,Clothing,15,328,Warehouse_C,345.49,0,0,5,1,4,2,23,2
2023-04-09,Product_21,Home Goods,10,207,Warehouse_B,256.96,0,0,6,1,4,2,77,6
2023-04-19,Product_21,Electronics,6,374,Warehouse_B,39.49,0,0,2,0,4,2,40,5
2023-04-21,Product_21,Clothing,9,443,Warehouse_C,202.99,0,0,4,0,4,2,74,9
2023-04-23,Product_21,Home Goods,10,154,Warehouse_A,456.03,1,0,6,1,4,2,42,6
2023-04-28,Product_21,Electronics,6,118,Warehouse_A,152.49,0,1,4,0,4,2,35,2
2023-05-08,Product_21,Home Goods,5,173,Warehouse_A,99.4,0,0,0,0,5,2,57,5
2023-05-08,Product_21,Home Goods,13,246,Warehouse_A,466.26,1,0,0,0,5,2,36,8
2023-05-12,Product_21,Electronics,12,264,Warehouse_C,206.91,0,1,4,0,5,2,43,7
2023-05-17,Product_21,Clothing,7,412,Warehouse_C,100.74,1,0,2,0,5,2,49,2
2023-05-23,Product_21,Electronics,13,127,Warehouse_C,393.72,0,0,1,0,5,2,75,4
2023-05-24,Product_21,Home Goods,11,397,Warehouse_A,370.79,0,0,2,0,5,2,73,2
2023-05-25,Product_21,Clothing,14,76,Warehouse_B,52.36,0,0,3,0,5,2,67,8
2023-05-27,Product_21,Clothing,10,62,Warehouse_B,315.36,0,0,5,1,5,2,63,7
2023-05-28,Product_21,Home Goods,8,176,Warehouse_C,167.98,0,0,6,1,5,2,98,4
2023-05-31,Product_21,Electronics,7,296,Warehouse_C,147.17,0,0,2,0,5,2,53,3
2023-06-03,Product_21,Electronics,7,433,Warehouse_B,388.87,0,0,5,1,6,2,64,4
2023-06-11,Product_21,Electronics,6,421,Warehouse_C,406.89,0,0,6,1,6,2,87,8
2023-06-13,Product_21,Electronics,8,437,Warehouse_C,105.38,0,0,1,0,6,2,99,4
2023-06-22,Product_21,Clothing,15,252,Warehouse_B,403.14,0,0,3,0,6,2,77,9
2023-06-22,Product_21,Electronics,8,82,Warehouse_C,446.21,0,0,3,0,6,2,39,2
2023-06-22,Product_21,Clothing,6,210,Warehouse_C,339.09,0,0,3,0,6,2,48,8
2023-06-23,Product_21,Home Goods,16,458,Warehouse_A,484.77,0,0,4,0,6,2,41,7
2023-06-24,Product_21,Clothing,8,329,Warehouse_A,344.83,0,0,5,1,6,2,62,2
2023-07-06,Product_21,Home Goods,9,335,Warehouse_A,118.34,0,0,3,0,7,3,30,4
2023-07-07,Product_21,Electronics,10,265,Warehouse_A,397.61,0,0,4,0,7,3,43,5
2023-07-08,Product_21,Home Goods,18,150,Warehouse_A,318.69,0,0,5,1,7,3,71,5
2023-07-13,Product_21,Electronics,6,75,Warehouse_B,155.35,0,0,3,0,7,3,42,7
2023-07-21,Product_21,Home Goods,10,412,Warehouse_B,140.26,0,0,4,0,7,3,44,8
2023-07-30,Product_21,Home Goods,11,128,Warehouse_C,424.63,1,0,6,1,7,3,31,3
2023-08-06,Product_21,Home Goods,8,326,Warehouse_C,159.67,0,0,6,1,8,3,92,9
2023-08-08,Product_21,Home Goods,10,266,Warehouse_B,85.81,0,0,1,0,8,3,93,5
2023-08-10,Product_21,Home Goods,11,166,Warehouse_A,268.24,1,0,3,0,8,3,42,3
2023-08-12,Product_21,Home Goods,8,182,Warehouse_B,487.1,0,0,5,1,8,3,73,5
2023-08-16,Product_21,Clothing,14,447,Warehouse_C,78.72,0,0,2,0,8,3,80,4
2023-08-18,Product_21,Electronics,9,351,Warehouse_A,37.24,1,0,4,0,8,3,84,2
2023-08-20,Product_21,Electronics,14,471,Warehouse_A,381.2,0,0,6,1,8,3,52,8
2023-08-21,Product_21,Home Goods,15,389,Warehouse_C,72.37,0,0,0,0,8,3,87,2
2023-08-28,Product_21,Home Goods,13,66,Warehouse_C,450.21,0,0,0,0,8,3,24,5
2023-09-03,Product_21,Home Goods,10,213,Warehouse_A,354.95,0,0,6,1,9,3,83,9
2023-09-06,Product_21,Home Goods,11,442,Warehouse_C,60.04,0,0,2,0,9,3,81,5
2023-09-07,Product_21,Clothing,8,155,Warehouse_A,168.65,0,0,3,0,9,3,68,9
2023-09-08,Product_21,Electronics,10,63,Warehouse_B,268.69,0,0,4,0,9,3,22,3
2023-09-09,Product_21,Clothing,14,148,Warehouse_B,448.47,0,0,5,1,9,3,91,3
2023-09-17,Product_21,Electronics,11,353,Warehouse_C,216.02,0,0,6,1,9,3,69,6
2023-09-24,Product_21,Electronics,8,127,Warehouse_B,280.55,0,0,6,1,9,3,51,8
2023-09-28,Product_21,Electronics,15,384,Warehouse_A,147.07,0,0,3,0,9,3,81,9
2023-10-07,Product_21,Clothing,6,99,Warehouse_A,47.73,0,0,5,1,10,4,38,9
2023-10-07,Product_21,Home Goods,10,169,Warehouse_C,451.72,0,0,5,1,10,4,68,7
2023-10-08,Product_21,Home Goods,8,69,Warehouse_A,219.74,0,0,6,1,10,4,24,2
2023-10-17,Product_21,Clothing,10,419,Warehouse_B,187.02,0,0,1,0,10,4,73,9
2023-10-18,Product_21,Clothing,11,394,Warehouse_A,226.08,0,0,2,0,10,4,77,4
2023-10-21,Product_21,Clothing,14,123,Warehouse_B,292.68,0,0,5,1,10,4,81,7
2023-11-01,Product_21,Electronics,8,462,Warehouse_A,120.99,0,0,2,0,11,4,68,8
2023-11-02,Product_21,Home Goods,5,317,Warehouse_A,145.89,0,1,3,0,11,4,75,9
2023-11-11,Product_21,Clothing,10,142,Warehouse_B,278.54,0,0,5,1,11,4,26,2
2023-11-12,Product_21,Electronics,12,328,Warehouse_C,150.46,0,0,6,1,11,4,95,6
2023-11-19,Product_21,Electronics,6,139,Warehouse_A,402.59,0,0,6,1,11,4,54,3
2023-11-19,Product_21,Home Goods,11,275,Warehouse_A,99.12,1,0,6,1,11,4,25,5
2023-11-24,Product_21,Electronics,10,143,Warehouse_C,387.29,0,0,4,0,11,4,66,8
2023-11-26,Product_21,Home Goods,15,218,Warehouse_A,53.39,0,0,6,1,11,4,38,6
2023-11-28,Product_21,Clothing,10,463,Warehouse_C,319.02,0,0,1,0,11,4,65,9
2023-11-28,Product_21,Clothing,9,82,Warehouse_A,467.22,0,0,1,0,11,4,24,3
2023-12-06,Product_21,Home Goods,19,484,Warehouse_C,202.82,0,0,2,0,12,4,35,2
2023-12-08,Product_21,Clothing,14,70,Warehouse_A,158.73,0,0,4,0,12,4,24,7
2023-12-15,Product_21,Home Goods,18,185,Warehouse_C,275.45,0,0,4,0,12,4,77,3
2023-12-19,Product_21,Home Goods,17,460,Warehouse_B,272.04,0,1,1,0,12,4,39,7
2023-12-21,Product_21,Electronics,16,307,Warehouse_B,205.28,0,0,3,0,12,4,67,2
2023-12-25,Product_21,Home Goods,14,68,Warehouse_B,150.87,0,0,0,0,12,4,73,2
2023-12-25,Product_21,Electronics,15,386,Warehouse_B,437.02,0,0,0,0,12,4,31,5
2023-12-30,Product_21,Clothing,16,445,Warehouse_C,25.33,0,0,5,1,12,4,90,7
2023-12-31,Product_21,Electronics,8,278,Warehouse_C,389.35,0,0,6,1,12,4,31,8
2023-01-07,Product_22,Home Goods,9,72,Warehouse_C,145.4,1,0,5,1,1,1,89,2
2023-01-10,Product_22,Home Goods,12,279,Warehouse_A,252.94,0,0,1,0,1,1,28,5
2023-01-11,Product_22,Clothing,12,428,Warehouse_A,245.72,0,0,2,0,1,1,66,2
2023-01-14,Product_22,Home Goods,6,306,Warehouse_C,419.77,0,0,5,1,1,1,71,6
2023-01-17,Product_22,Electronics,13,126,Warehouse_B,472.67,0,0,1,0,1,1,84,7
2023-01-19,Product_22,Home Goods,10,272,Warehouse_B,234.61,0,1,3,0,1,1,29,8
2023-01-21,Product_22,Clothing,9,91,Warehouse_B,344.38,0,0,5,1,1,1,25,8
2023-01-22,Product_22,Electronics,5,404,Warehouse_C,396.21,0,0,6,1,1,1,85,2
2023-01-30,Product_22,Home Goods,9,321,Warehouse_C,147.59,0,1,0,0,1,1,39,8
2023-01-30,Product_22,Electronics,9,360,Warehouse_C,489.36,0,0,0,0,1,1,30,4
2023-02-08,Product_22,Clothing,17,215,Warehouse_A,170.48,1,0,2,0,2,1,52,9
2023-02-11,Product_22,Electronics,11,214,Warehouse_C,89.92,0,0,5,1,2,1,51,3
2023-02-11,Product_22,Home Goods,10,193,Warehouse_A,177.65,0,0,5,1,2,1,76,4
2023-02-11,Product_22,Clothing,8,477,Warehouse_A,346.41,0,0,5,1,2,1,76,5
2023-02-13,Product_22,Clothing,10,144,Warehouse_C,488.14,0,0,0,0,2,1,94,5
2023-02-25,Product_22,Clothing,10,71,Warehouse_B,249.94,1,0,5,1,2,1,82,4
2023-02-28,Product_22,Home Goods,6,467,Warehouse_A,248.96,0,0,1,0,2,1,77,5
2023-03-06,Product_22,Home Goods,11,212,Warehouse_A,468.36,0,0,0,0,3,1,58,4
2023-03-11,Product_22,Home Goods,10,332,Warehouse_B,347.76,0,0,5,1,3,1,85,8
2023-03-11,Product_22,Home Goods,11,389,Warehouse_B,142.19,0,0,5,1,3,1,33,7
2023-03-16,Product_22,Clothing,4,155,Warehouse_A,257.65,0,0,3,0,3,1,52,4
2023-03-17,Product_22,Electronics,9,393,Warehouse_C,241.55,0,1,4,0,3,1,28,9
2023-03-22,Product_22,Clothing,11,105,Warehouse_A,370.34,0,0,2,0,3,1,80,3
2023-03-23,Product_22,Clothing,8,53,Warehouse_B,241.44,0,0,3,0,3,1,82,3
2023-03-27,Product_22,Clothing,17,356,Warehouse_B,53.38,0,0,0,0,3,1,52,8
2023-03-29,Product_22,Clothing,10,290,Warehouse_C,82.86,0,0,2,0,3,1,39,4
2023-03-30,Product_22,Clothing,13,66,Warehouse_C,98.66,0,0,3,0,3,1,26,7
2023-03-30,Product_22,Clothing,16,186,Warehouse_B,496.91,0,0,3,0,3,1,55,3
2023-04-05,Product_22,Clothing,10,111,Warehouse_C,373.78,0,0,2,0,4,2,81,7
2023-04-07,Product_22,Home Goods,16,82,Warehouse_B,276.62,0,0,4,0,4,2,61,4
2023-04-28,Product_22,Home Goods,13,189,Warehouse_C,39.53,0,0,4,0,4,2,81,4
2023-05-03,Product_22,Home Goods,7,139,Warehouse_A,65.71,0,0,2,0,5,2,24,9
2023-05-06,Product_22,Electronics,12,60,Warehouse_A,84.18,0,0,5,1,5,2,70,9
2023-05-07,Product_22,Clothing,10,184,Warehouse_A,318.75,0,0,6,1,5,2,96,5
2023-05-13,Product_22,Electronics,8,110,Warehouse_C,246.63,0,0,5,1,5,2,44,7
2023-05-15,Product_22,Clothing,5,464,Warehouse_B,81.31,0,0,0,0,5,2,29,6
2023-05-15,Product_22,Electronics,11,284,Warehouse_A,69.93,1,1,0,0,5,2,55,7
2023-05-29,Product_22,Clothing,11,327,Warehouse_B,352.38,1,1,0,0,5,2,54,8
2023-05-29,Product_22,Clothing,6,441,Warehouse_C,493.46,1,0,0,0,5,2,68,4
2023-05-31,Product_22,Home Goods,9,308,Warehouse_C,237.79,1,0,2,0,5,2,80,5
2023-06-10,Product_22,Clothing,5,143,Warehouse_A,345.37,0,0,5,1,6,2,90,3
2023-06-22,Product_22,Electronics,14,196,Warehouse_B,490.81,0,0,3,0,6,2,48,8
2023-06-25,Product_22,Home Goods,11,450,Warehouse_B,357.23,0,0,6,1,6,2,38,7
2023-06-26,Product_22,Electronics,4,237,Warehouse_C,257.15,0,0,0,0,6,2,71,6
2023-06-29,Product_22,Electronics,14,274,Warehouse_C,46.56,0,0,3,0,6,2,28,5
2023-07-06,Product_22,Clothing,10,305,Warehouse_A,29.43,0,0,3,0,7,3,89,7
2023-07-10,Product_22,Electronics,10,310,Warehouse_B,122.86,1,0,0,0,7,3,75,3
2023-07-11,Product_22,Electronics,14,74,Warehouse_A,402.75,0,0,1,0,7,3,23,6
2023-07-19,Product_22,Home Goods,12,91,Warehouse_C,200.52,0,0,2,0,7,3,67,8
2023-07-21,Product_22,Home Goods,8,444,Warehouse_C,95.36,0,1,4,0,7,3,46,5
2023-07-29,Product_22,Home Goods,7,114,Warehouse_A,229.34,0,0,5,1,7,3,99,3
2023-07-29,Product_22,Electronics,16,367,Warehouse_B,121.3,1,0,5,1,7,3,80,8
2023-07-30,Product_22,Clothing,9,315,Warehouse_A,286.02,1,0,6,1,7,3,32,5
2023-08-02,Product_22,Home Goods,7,160,Warehouse_A,476.74,0,0,2,0,8,3,62,9
2023-08-03,Product_22,Clothing,8,124,Warehouse_B,35.39,1,1,3,0,8,3,45,9
2023-08-06,Product_22,Home Goods,1,383,Warehouse_C,140.21,0,0,6,1,8,3,92,3
2023-08-06,Product_22,Clothing,9,171,Warehouse_C,66.02,0,0,6,1,8,3,69,9
2023-08-11,Product_22,Clothing,16,432,Warehouse_B,168.12,0,0,4,0,8,3,64,5
2023-08-15,Product_22,Home Goods,15,151,Warehouse_B,359.51,0,0,1,0,8,3,77,6
2023-08-16,Product_22,Electronics,8,265,Warehouse_B,405.63,0,0,2,0,8,3,97,2
2023-08-23,Product_22,Home Goods,8,217,Warehouse_B,74.4,0,0,2,0,8,3,20,4
2023-08-26,Product_22,Electronics,7,446,Warehouse_B,495.92,0,0,5,1,8,3,78,6
2023-08-28,Product_22,Clothing,3,437,Warehouse_C,362.23,0,0,0,0,8,3,45,7
2023-09-04,Product_22,Clothing,8,161,Warehouse_A,150.95,1,0,0,0,9,3,41,2
2023-09-04,Product_22,Clothing,11,308,Warehouse_C,323.93,0,0,0,0,9,3,25,6
2023-09-08,Product_22,Home Goods,7,255,Warehouse_A,150.69,0,0,4,0,9,3,93,2
2023-09-08,Product_22,Clothing,6,118,Warehouse_B,374.23,0,0,4,0,9,3,92,8
2023-09-09,Product_22,Home Goods,10,155,Warehouse_B,46.69,0,1,5,1,9,3,39,2
2023-09-12,Product_22,Home Goods,12,357,Warehouse_B,110.6,0,0,1,0,9,3,64,3
2023-09-15,Product_22,Electronics,11,187,Warehouse_C,420.89,0,0,4,0,9,3,91,6
2023-09-21,Product_22,Home Goods,11,382,Warehouse_C,61.14,0,0,3,0,9,3,56,8
2023-09-21,Product_22,Home Goods,6,320,Warehouse_A,57.58,0,0,3,0,9,3,58,9
2023-09-30,Product_22,Clothing,9,67,Warehouse_C,179.83,1,1,5,1,9,3,41,8
2023-10-04,Product_22,Electronics,9,310,Warehouse_A,71.16,1,0,2,0,10,4,28,3
2023-10-10,Product_22,Clothing,12,484,Warehouse_A,51.35,0,0,1,0,10,4,28,6
2023-10-22,Product_22,Clothing,11,184,Warehouse_A,492.52,0,1,6,1,10,4,96,7
2023-10-27,Product_22,Electronics,11,322,Warehouse_C,32.15,0,0,4,0,10,4,99,4
2023-10-29,Product_22,Home Goods,7,369,Warehouse_B,119.95,0,0,6,1,10,4,80,4
2023-11-01,Product_22,Home Goods,11,381,Warehouse_B,154.72,0,1,2,0,11,4,85,2
2023-11-01,Product_22,Electronics,14,75,Warehouse_A,168.46,0,0,2,0,11,4,83,4
2023-11-10,Product_22,Clothing,6,62,Warehouse_A,349.77,0,0,4,0,11,4,70,9
2023-11-13,Product_22,Home Goods,13,303,Warehouse_A,175.86,0,0,0,0,11,4,58,7
2023-11-14,Product_22,Home Goods,2,485,Warehouse_A,211.7,1,0,1,0,11,4,83,3
2023-11-14,Product_22,Electronics,7,242,Warehouse_A,152.1,1,0,1,0,11,4,48,8
2023-11-16,Product_22,Electronics,13,105,Warehouse_B,18.1,1,0,3,0,11,4,50,5
2023-11-19,Product_22,Home Goods,8,61,Warehouse_C,287.27,0,1,6,1,11,4,95,4
2023-11-24,Product_22,Clothing,13,416,Warehouse_C,438.74,0,0,4,0,11,4,91,9
2023-11-27,Product_22,Home Goods,10,492,Warehouse_A,102.46,1,0,0,0,11,4,36,7
2023-12-07,Product_22,Home Goods,10,477,Warehouse_B,184.23,1,0,3,0,12,4,47,8
2023-12-12,Product_22,Home Goods,16,274,Warehouse_B,337.02,0,0,1,0,12,4,69,7
2023-12-21,Product_22,Clothing,18,128,Warehouse_B,369.86,1,0,3,0,12,4,90,6
2023-12-22,Product_22,Home Goods,14,284,Warehouse_B,291.82,0,0,4,0,12,4,48,7
2023-12-25,Product_22,Clothing,14,375,Warehouse_C,382.65,0,0,0,0,12,4,54,8
2023-12-26,Product_22,Home Goods,16,103,Warehouse_B,129.96,0,0,1,0,12,4,35,3
2023-12-26,Product_22,Clothing,15,491,Warehouse_C,197.69,0,0,1,0,12,4,80,4
2023-12-27,Product_22,Home Goods,16,391,Warehouse_B,350.46,0,0,2,0,12,4,72,2
2023-01-07,Product_23,Electronics,12,429,Warehouse_C,299.3,0,0,5,1,1,1,88,9
2023-01-11,Product_23,Electronics,12,191,Warehouse_B,45.97,0,0,2,0,1,1,74,6
2023-01-12,Product_23,Electronics,6,252,Warehouse_C,383.45,0,1,3,0,1,1,52,8
2023-01-16,Product_23,Electronics,15,312,Warehouse_A,327.25,0,0,0,0,1,1,91,5
2023-01-18,Product_23,Electronics,11,287,Warehouse_C,494.18,0,0,2,0,1,1,87,5
2023-01-23,Product_23,Electronics,17,100,Warehouse_C,29.29,0,0,0,0,1,1,44,4
2023-01-25,Product_23,Electronics,12,91,Warehouse_A,341.4,1,0,2,0,1,1,81,4
2023-01-25,Product_23,Home Goods,14,191,Warehouse_B,169.87,0,0,2,0,1,1,45,5
2023-01-27,Product_23,Electronics,12,139,Warehouse_C,196.6,0,1,4,0,1,1,37,5
2023-01-30,Product_23,Home Goods,10,432,Warehouse_A,54.26,0,0,0,0,1,1,33,8
2023-01-30,Product_23,Home Goods,11,445,Warehouse_C,149.84,0,0,0,0,1,1,83,6
2023-01-31,Product_23,Electronics,9,374,Warehouse_A,404.18,0,0,1,0,1,1,96,3
2023-02-01,Product_23,Clothing,9,235,Warehouse_B,138.28,1,0,2,0,2,1,51,4
2023-02-09,Product_23,Electronics,9,220,Warehouse_C,87.84,0,0,3,0,2,1,80,2
2023-02-11,Product_23,Home Goods,10,344,Warehouse_B,337.0,1,0,5,1,2,1,49,8
2023-02-14,Product_23,Home Goods,13,110,Warehouse_C,292.6,0,0,1,0,2,1,86,8
2023-02-15,Product_23,Clothing,7,255,Warehouse_C,292.63,0,0,2,0,2,1,54,4
2023-02-18,Product_23,Electronics,8,361,Warehouse_A,314.1,0,0,5,1,2,1,70,2
2023-03-01,Product_23,Electronics,10,495,Warehouse_C,463.84,0,0,2,0,3,1,42,7
2023-03-01,Product_23,Electronics,8,312,Warehouse_C,41.22,0,0,2,0,3,1,21,9
2023-03-06,Product_23,Home Goods,10,192,Warehouse_B,400.48,0,0,0,0,3,1,42,4
2023-03-07,Product_23,Electronics,10,196,Warehouse_B,94.52,0,0,1,0,3,1,79,9
2023-03-13,Product_23,Clothing,14,399,Warehouse_A,219.06,0,1,0,0,3,1,91,2
2023-03-16,Product_23,Electronics,6,243,Warehouse_B,242.84,0,0,3,0,3,1,23,7
2023-03-16,Product_23,Clothing,9,92,Warehouse_B,13.63,1,0,3,0,3,1,99,5
2023-03-17,Product_23,Electronics,9,212,Warehouse_B,410.35,0,0,4,0,3,1,70,5
2023-03-20,Product_23,Home Goods,11,65,Warehouse_A,164.78,0,1,0,0,3,1,81,9
2023-03-21,Product_23,Home Goods,17,75,Warehouse_A,179.13,1,0,1,0,3,1,37,4
2023-03-25,Product_23,Home Goods,11,77,Warehouse_C,54.01,0,0,5,1,3,1,96,3
2023-04-02,Product_23,Electronics,10,308,Warehouse_A,462.36,0,0,6,1,4,2,70,9
2023-04-06,Product_23,Electronics,11,260,Warehouse_A,200.56,0,1,3,0,4,2,90,6
2023-04-08,Product_23,Home Goods,12,152,Warehouse_C,455.62,0,0,5,1,4,2,20,4
2023-04-10,Product_23,Electronics,6,388,Warehouse_A,251.66,0,0,0,0,4,2,51,7
2023-04-10,Product_23,Electronics,12,376,Warehouse_A,433.96,0,1,0,0,4,2,29,8
2023-04-12,Product_23,Home Goods,7,253,Warehouse_C,432.01,0,0,2,0,4,2,41,9
2023-04-14,Product_23,Electronics,10,488,Warehouse_C,164.72,0,0,4,0,4,2,67,5
2023-04-15,Product_23,Home Goods,7,293,Warehouse_A,59.89,0,0,5,1,4,2,46,2
2023-04-16,Product_23,Electronics,6,174,Warehouse_B,201.74,0,0,6,1,4,2,99,9
2023-04-22,Product_23,Home Goods,11,380,Warehouse_B,51.51,0,0,5,1,4,2,36,5
2023-04-25,Product_23,Electronics,16,91,Warehouse_C,486.82,0,0,1,0,4,2,52,5
2023-05-15,Product_23,Clothing,9,358,Warehouse_B,411.54,0,0,0,0,5,2,53,3
2023-05-23,Product_23,Clothing,9,270,Warehouse_B,413.49,0,0,1,0,5,2,93,7
2023-05-25,Product_23,Electronics,10,349,Warehouse_A,267.71,0,0,3,0,5,2,48,4
2023-05-26,Product_23,Home Goods,9,346,Warehouse_A,52.0,0,0,4,0,5,2,52,4
2023-06-01,Product_23,Electronics,3,171,Warehouse_C,353.1,0,0,3,0,6,2,58,3
2023-06-02,Product_23,Clothing,11,117,Warehouse_A,467.46,1,0,4,0,6,2,54,7
2023-06-02,Product_23,Electronics,11,478,Warehouse_A,472.32,1,0,4,0,6,2,39,3
2023-06-05,Product_23,Home Goods,11,290,Warehouse_A,130.69,0,0,0,0,6,2,59,4
2023-06-07,Product_23,Home Goods,6,399,Warehouse_C,128.07,0,0,2,0,6,2,45,7
2023-06-12,Product_23,Home Goods,8,209,Warehouse_C,332.17,1,0,0,0,6,2,98,7
2023-06-18,Product_23,Electronics,10,365,Warehouse_C,311.22,0,0,6,1,6,2,30,6
2023-06-18,Product_23,Clothing,6,304,Warehouse_B,42.81,1,0,6,1,6,2,39,3
2023-06-19,Product_23,Electronics,9,112,Warehouse_C,144.8,0,0,0,0,6,2,78,3
2023-06-21,Product_23,Home Goods,11,443,Warehouse_A,367.86,0,0,2,0,6,2,96,9
2023-06-24,Product_23,Electronics,5,467,Warehouse_A,196.04,0,0,5,1,6,2,94,8
2023-06-27,Product_23,Electronics,10,264,Warehouse_C,20.46,0,0,1,0,6,2,62,6
2023-06-30,Product_23,Electronics,4,390,Warehouse_C,68.87,0,0,4,0,6,2,87,9
2023-07-09,Product_23,Electronics,9,399,Warehouse_B,294.0,0,0,6,1,7,3,65,6
2023-07-14,Product_23,Electronics,10,277,Warehouse_C,251.73,0,0,4,0,7,3,86,3
2023-07-17,Product_23,Home Goods,10,391,Warehouse_B,48.96,1,0,0,0,7,3,56,8
2023-07-25,Product_23,Electronics,5,122,Warehouse_A,173.02,0,0,1,0,7,3,45,8
2023-07-28,Product_23,Electronics,9,351,Warehouse_A,85.29,0,1,4,0,7,3,84,8
2023-08-03,Product_23,Electronics,7,302,Warehouse_C,332.0,1,0,3,0,8,3,28,9
2023-08-07,Product_23,Electronics,11,156,Warehouse_C,309.88,0,1,0,0,8,3,49,7
2023-08-08,Product_23,Electronics,6,213,Warehouse_B,282.44,0,0,1,0,8,3,32,6
2023-08-11,Product_23,Home Goods,10,232,Warehouse_A,254.01,0,0,4,0,8,3,77,3
2023-08-12,Product_23,Clothing,13,368,Warehouse_C,136.52,0,0,5,1,8,3,42,4
2023-08-15,Product_23,Clothing,6,121,Warehouse_C,203.44,0,1,1,0,8,3,31,6
